date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:21:49	48179/48179	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Dec%202020%2014:21:49%20GMT	https://colorlib.com/wp/jobs/	C:/xampp/htdocs/TDS3/TDS3/colorlib.com/wp/jobs/index.html	(from https://colorlib.com/wp/)
21:21:49	15870/15870	---M--	200	added ('OK')	image/jpeg	etag:%225de3aaae-4400%22	https://colorlib.com/wp/wp-content/uploads/sites/2/free-html-website-templates-388x285.jpg	C:/xampp/htdocs/TDS3/TDS3/colorlib.com/wp/wp-content/uploads/sites/2/free-html-website-templates-388x285.jpg	(from https://colorlib.com/wp/)
21:21:49	111172/111172	---MCZ	200	added ('OK')	application/json	date:Mon,%2028%20Dec%202020%2014:21:49%20GMT	https://colorlib.com/wp/wp-json/	C:/xampp/htdocs/TDS3/TDS3/colorlib.com/wp/wp-json/index.html	(from https://colorlib.com/wp/)
21:21:49	16963/16963	---M--	200	added ('OK')	image/jpeg	etag:%225de3aaae-4c57%22	https://colorlib.com/wp/wp-content/uploads/sites/2/stuff-free-template-388x306.jpg	C:/xampp/htdocs/TDS3/TDS3/colorlib.com/wp/wp-content/uploads/sites/2/stuff-free-template-388x306.jpg	(from https://colorlib.com/wp/)
21:21:50	21891/21891	---M--	200	added ('OK')	image/jpeg	etag:%225de3b43f-5c2d%22	https://colorlib.com/wp/wp-content/uploads/sites/2/featured-photo-sharing-wordpress-themes-388x259.jpg	C:/xampp/htdocs/TDS3/TDS3/colorlib.com/wp/wp-content/uploads/sites/2/featured-photo-sharing-wordpress-themes-388x259.jpg	(from https://colorlib.com/wp/)
21:21:50	14153/14153	---M--	200	added ('OK')	image/jpeg	etag:%225de3b43e-3d38%22	https://colorlib.com/wp/wp-content/uploads/sites/2/featured-ajax-woocommerce-theme-388x272.jpg	C:/xampp/htdocs/TDS3/TDS3/colorlib.com/wp/wp-content/uploads/sites/2/featured-ajax-woocommerce-theme-388x272.jpg	(from https://colorlib.com/wp/)
21:21:50	17119/17119	---M--	200	added ('OK')	image/jpeg	etag:%225de3b43e-487b%22	https://colorlib.com/wp/wp-content/uploads/sites/2/featured-WordPress-wiki-themes-388x272.jpg	C:/xampp/htdocs/TDS3/TDS3/colorlib.com/wp/wp-content/uploads/sites/2/featured-WordPress-wiki-themes-388x272.jpg	(from https://colorlib.com/wp/)
21:21:50	17958/17958	---M--	200	added ('OK')	image/jpeg	etag:%225fe4456c-4c1d%22	https://colorlib.com/wp/wp-content/uploads/sites/2/christmas-themed-psd-mockups-388x233.jpg	C:/xampp/htdocs/TDS3/TDS3/colorlib.com/wp/wp-content/uploads/sites/2/christmas-themed-psd-mockups-388x233.jpg	(from https://colorlib.com/wp/)
21:21:50	13020/13020	---M--	200	added ('OK')	image/jpeg	etag:%225de3adde-377f%22	https://colorlib.com/wp/wp-content/uploads/sites/2/responsive-woocommerce-themes-388x207.jpg	C:/xampp/htdocs/TDS3/TDS3/colorlib.com/wp/wp-content/uploads/sites/2/responsive-woocommerce-themes-388x207.jpg	(from https://colorlib.com/wp/)
21:21:51	10696/10696	---M--	200	added ('OK')	image/jpeg	etag:%225de3acbf-305a%22	https://colorlib.com/wp/wp-content/uploads/sites/2/free-registration-forms-388x317.jpg	C:/xampp/htdocs/TDS3/TDS3/colorlib.com/wp/wp-content/uploads/sites/2/free-registration-forms-388x317.jpg	(from https://colorlib.com/wp/)
21:21:51	12921/12921	---M--	200	added ('OK')	image/jpeg	etag:%225de3b2d6-38fe%22	https://colorlib.com/wp/wp-content/uploads/sites/2/free-simple-website-templates-388x305.jpg	C:/xampp/htdocs/TDS3/TDS3/colorlib.com/wp/wp-content/uploads/sites/2/free-simple-website-templates-388x305.jpg	(from https://colorlib.com/wp/)
21:21:51	61911/61911	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Dec%202020%2014:21:51%20GMT	https://colorlib.com/wp/advertise/	C:/xampp/htdocs/TDS3/TDS3/colorlib.com/wp/advertise/index.html	(from https://colorlib.com/wp/)
